タイトル,順位,得意先コード,得意先名称,得意先名称２,ランク,重点,業態,担当者,カテゴリー名,地区名称,電話番号,住所１,住所２,住所３,売上金額,粗利金額,前年対比率,前年売上,前年粗利,前々年売上,前々年粗利
"	【売上金額／ベスト順】    25/02/01～26/01/31",96,"	0040016","	（株）勝山商店","	","	B","	","	卸","	見上","	見上　大阪Ｂ","	大阪","	0721232336","	大阪府　富田林市南大伴町","	　　　　１－５－３８","	",7283415,2042646,127.13,5729265,814678,4002700,535513
"	【売上金額／ベスト順】    25/02/01～26/01/31",97,"	0071011","	全農パールライス（株）岡山支店","	","	S","	1","	ＪＡ","	沖本","	沖本　岡山","	岡山","	0866940007","	岡山県　総社市清音柿木","	　　　　７０７－３","	",7258600,1089222,283.80,2557649,334275,1689684,259702
"	【売上金額／ベスト順】    25/02/01～26/01/31",98,"	0073632","	八代食糧（株）","	","	B","	","	卸","	堀川","	堀川　熊本","	熊本","	0965357171","	熊本県　八代市敷川内町","	　　　　２７４１－１","	",7205592,1078966,94.45,7629078,946910,7475303,644150
"	【売上金額／ベスト順】    25/02/01～26/01/31",99,"	0076521","	関庄糧穀（株）","	","	B","	1","	卸","	菅原","	菅原　東北Ａ","	岩手","	0198452222","	岩手県　花巻市石鳥谷町好地","	　　　　８－１９","	",7200795,1559985,896.09,803580,213952,958080,239461
"	【売上金額／ベスト順】    25/02/01～26/01/31",100,"	0078111","	（有）土屋米穀店　　　　Ｓ","	","	B","	","	卸","	仲","	仲　静神・卸","	静岡","	0557680113","	静岡県　熱海市下多賀４４７ー１","	","	",7157800,1475887,68.21,10493469,2387444,9232228,1717826
"	【売上金額／ベスト順】    25/02/01～26/01/31",101,"	0074006","	（有）武田機械店　豊橋　　　Ⅰ","	","	","	","	代理店","	木村寿","	木村寿　愛知","	愛知","	0532525119","	愛知県　豊橋市中松山町７１","	","	",7096679,1834248,65.82,10781408,2789331,9316033,2193318
"	【売上金額／ベスト順】    25/02/01～26/01/31",102,"	0075022","	（株）芦沢商店","	","	B","	","	卸","	片山","	片山　関東山梨","	山梨","	0552665811","	山梨県　笛吹市境川町石橋","	　　　　６５５番地","	",7001860,1060276,60.96,11486144,2377223,13001062,2594746
"	【売上金額／ベスト順】    25/02/01～26/01/31",103,"	0073785","	（株）九州食糧","	","	A","	","	卸","	堀川","	堀川　熊本","	熊本","	0962817891","	熊本県　上益城郡御船町辺田見","	　　　　白岩１８８８－７","	",6945243,437797,46.63,14893780,2026814,13298037,358479
"	【売上金額／ベスト順】    25/02/01～26/01/31",104,"	0082203","	二葉食糧（株）　　　　　　ＣＬ","	","	C","	","	卸","	見上","	見上　大阪Ａ","	大阪","	0728607695","	大阪府　交野市倉治２－６７－５","	","	",6908790,1300617,109.27,6322537,1192772,2408376,496597
"	【売上金額／ベスト順】    25/02/01～26/01/31",105,"	0076370","	（株）グレーンサプライ","	","	C","	","	卸","	菅原","	菅原　東北Ａ","	青森","	0176564089","	青森県　上北郡東北町上北北","	　　　　１－２２－３１","	",6863085,1028830,109.89,6245465,917630,4926686,930228
"	【売上金額／ベスト順】    25/02/01～26/01/31",106,"	0071717","	（株）上神食糧","	","	B","	","	卸","	沖本","	沖本　岡山","	岡山","	0862753484","	岡山県　岡山市中区中井","	　　　　４－１２－１０","	",6763646,1230417,70.64,9574345,2154222,6879704,1209001
"	【売上金額／ベスト順】    25/02/01～26/01/31",107,"	0082452","	こまちライン（株）","	","	C","	","	小売店","	菅原","	菅原　東北Ｂ","	秋田","	0188277970","	秋田県　潟上市天王字不動台","	　　　　６６－１７","	",6751000,1670730,652.21,1035100,582345,3000,950
"	【売上金額／ベスト順】    25/02/01～26/01/31",108,"	0074302","	（株）ギフライス","	","	B","	1","	卸","	森田","	森田　岐阜","	岐阜","	0582725225","	岐阜県　岐阜市東鶉","	　　　　１－１１０－１","	",6675245,1444167,217.49,3069225,848423,31400,11022
"	【売上金額／ベスト順】    25/02/01～26/01/31",109,"	0073146","	日新パッケージ（株）鹿児島　Ⅰ","	","	","	","	代理店","	木村拓","	木村拓　鹿児島","	鹿児島","	0992243689","	鹿児島県　鹿児島市新屋敷町","	　　　　　２６－１９","	",6647920,1292350,193.93,3428030,946876,1080190,251239
"	【売上金額／ベスト順】    25/02/01～26/01/31",110,"	0074759","	株式会社コメリ","	","	A","	","	ﾎｰﾑｾﾝﾀｰ","	木村寿","	木村寿量販（東","	新潟","	0253714443","	新潟県　新潟市南区清水","	　　　　４５０１－１","	",6460542,1673875,64.35,10039750,3039589,7906220,2393464
"	【売上金額／ベスト順】    25/02/01～26/01/31",111,"	0078197","	リンベル（株）本社","	","	B","	","	取扱店","	菅原","	菅原　東北Ａ","	東京","	0332461122","	東京都　中央区日本橋","	　　　　３－１３－６","	",6423210,593045,175.89,3651735,598927,2851965,406701
"	【売上金額／ベスト順】    25/02/01～26/01/31",112,"	0073314","	（有）清水勝正米穀店","	","	B","	","	卸","	堀川","	堀川　長崎","	長崎","	0956319373","	長崎県　佐世保市山祇町４６５","	","	",6391001,1737177,93.35,6846408,1608593,5861068,1138811
"	【売上金額／ベスト順】    25/02/01～26/01/31",113,"	0075772","	（株）細山商店","	","	B","	","	卸","	山本","	山本　新潟","	新潟","	0256886137","	新潟県　新潟市西蒲区大関９番地","	","	",6361918,858119,106.76,5959270,648717,8141735,847777
"	【売上金額／ベスト順】    25/02/01～26/01/31",114,"	0078136","	（株）ナナミ","	","	B","	","	卸","	片山","	片山　関東山梨","	千葉","	0479797883","	千葉県　匝瑳市八日市場","	　　　　ハ１２７５－７","	",6357705,1321695,68.86,9232717,2068651,8123210,1832133
"	【売上金額／ベスト順】    25/02/01～26/01/31",115,"	0070267","	（株）シミズパックス　＊　　Ⅰ","	","	B","	","	代理店","	木村寿","	木村寿　兵庫Ａ","	兵庫","	0792812560","	兵庫県　姫路市城見台","	　　　　２－１１１１－２３４","	",6344260,1197701,62.75,10110976,2075335,8070162,1613851
"	【売上金額／ベスト順】    25/02/01～26/01/31",116,"	0081891","	日新パッケージ（株）伊藤忠食糧","	　　　　　　　　　　　九州支店","	S","	1","	代理店","	木村拓","	木村拓　特販","	福岡","	0925221515","	福岡県　福岡市中央区大宮","	　　　　１－２－２１","	",6284715,621672,70.20,8952460,1239890,8767065,939841
"	【売上金額／ベスト順】    25/02/01～26/01/31",117,"	0075052","	水島米穀（株）　　　　　MYA","	","	B","	","	卸","	片山","	片山　関東山梨","	東京","	0334212948","	東京都　世田谷区代田３－３－３","	","	",6260358,1193102,63.49,9860750,2042029,6951900,1305560
"	【売上金額／ベスト順】    25/02/01～26/01/31",118,"	0078773","	（有）ユーズ　　　　　　 YⅠ","	","	","	","	代理店","	斎藤ﾒﾃﾞｨｱ","	メディア郊外","	東京","	0423911777","	東京都　東村山市廻田町","	　　　　４－２８－５","	",6099858,1449991,105.52,5780696,1524535,6007143,1441440
"	【売上金額／ベスト順】    25/02/01～26/01/31",119,"	0076424","	（株）東北むらせ　精米工場","	","	S","	1","	卸","	山下和","	山下和　卸・他","	福島","	0242755788","	福島県　会津若松市河東町","	　　　　八田字東天屋２０－１","	",6023516,287264,182.70,3296894,235700,5122068,454344
"	【売上金額／ベスト順】    25/02/01～26/01/31",120,"	0073380","	木徳神糧（株）九州支店","	","	S","	1","	卸","	堀川","	堀川　福岡","	福岡","	0929625647","	福岡県　糟屋郡新宮町美咲","	　　　　１－１－１６","	",5942535,667984,121.91,4874476,398107,4807540,180305
"	【売上金額／ベスト順】    25/02/01～26/01/31",121,"	0082382","	伊藤忠食糧（株）九州支店（関西","	","	S","	1","	取扱店","	木村拓","	木村拓　特販","	福岡","	0924713754","	福岡県　福岡市博多区博多駅前","	　　　　３－２５－２１","	   博多駅前ﾋﾞｼﾞﾈｽｾﾝﾀｰﾋﾞﾙ２階",5856445,814178,72.41,8087866,942747,5100550,279203
"	【売上金額／ベスト順】    25/02/01～26/01/31",122,"	0077683","	（株）ミツハシ　北海道事業所","	","	S","	1","	卸","	山下和","	山下和　北海道","	北海道","	0113917540","	北海道　江別市工栄町２２－８","	　　　　江別第１工業団地","	",5852090,-222412,125.51,4662830,39863,4281700,-232802
"	【売上金額／ベスト順】    25/02/01～26/01/31",123,"	0074466","	技研紙業（株）本店　　　　　Ⅰ","	","	","	","	代理店","	木村寿","	木村寿　三重","	三重","	0592565355","	三重県　津市久居明神町","	　　　　２６１０－４","	",5849225,1358535,89.83,6511568,1581035,5996710,1462410
"	【売上金額／ベスト順】    25/02/01～26/01/31",124,"	0073026","	東福岡米穀（株）","	","	A","	1","	卸","	堀川","	堀川　福岡","	福岡","	0949289200","	福岡県　宮若市小伏１５９２－３","	","	",5784695,1036970,63.06,9173176,1795885,7450765,1244877
"	【売上金額／ベスト順】    25/02/01～26/01/31",125,"	0073143","	（有）杉尾米店","	","	C","	","	卸","	木村拓","	木村拓　宮崎","	宮崎","	0985752609","	宮崎県　東諸県郡国富町大字本庄","	　　　　５５３９","	",5717393,1196143,94.46,6052450,1241968,5792280,1057894
"	【売上金額／ベスト順】    25/02/01～26/01/31",126,"	0075654","	（株）新潟精米","	","	A","	1","	卸","	山本","	山本　新潟","	新潟","	0256943181","	新潟県　燕市吉田鴻巣","	　　　　３２４番地１０","	",5692232,644305,373.69,1523270,294756,1157635,157375
"	【売上金額／ベスト順】    25/02/01～26/01/31",127,"	0077342","	きたそらち農協　営農センター","	　　　　　　　　　販売部米穀課","	B","	","	ＪＡ","	山下尚","	山下尚　北海道","	北海道","	0164260132","	北海道　深川市深川町字","	        メム１０号線山３線","	",5654435,669137,47.75,11841425,2137890,8136890,1263440
"	【売上金額／ベスト順】    25/02/01～26/01/31",128,"	0074538","	佐藤産業（株）","	","	","	1","	取扱店","	森田","	森田　岐阜","	岐阜","	0583841181","	岐阜県　各務原市各務山の前町","	　　　　３－４０２","	",5608180,618726,94.77,5917771,756435,1361408,191061
"	【売上金額／ベスト順】    25/02/01～26/01/31",129,"	0081794","	（株）福糧","	","	B","	1","	卸","	木村拓","	木村拓　特販","	佐賀","	0942828806","	佐賀県　鳥栖市江島町","	　　　　３１６６－１","	",5545515,428605,163.19,3398130,89058,3150685,71100
"	【売上金額／ベスト順】    25/02/01～26/01/31",130,"	0099983","	（株）九州食糧　広島工場","	","	A","	","	卸","	沖本","	沖本　中国","	広島","	0828247821","	広島県　広島市安佐北区深川","	        ２－４４－２６","	",5533590,501287,167.73,3299025,1019676,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",131,"	0081894","	木徳神糧（株）桶川工場","	","	S","	1","	卸","	山下和","	山下和　卸・他","	埼玉","	0487863358","	埼玉県　桶川市川田谷字楽上","	        １１１７","	",5456537,228636,1052.52,518424,35628,1315688,-68012
"	【売上金額／ベスト順】    25/02/01～26/01/31",132,"	0076129","	農業生産法人（株）黒澤ファーム","	","	C","	","	農業法人","	菅原","	菅原　東北Ｂ","	山形","	0238474368","	山形県　南陽市池黒１６７３","	","	",5422848,1055245,84.68,6403910,1567496,7173462,1566548
"	【売上金額／ベスト順】    25/02/01～26/01/31",133,"	0075871","	総武米穀卸（株）","	","	A","	","	小売店","	片山","	片山　関東山梨","	千葉","	0479239321","	千葉県　銚子市小浜町２２３３","	","	",5369660,625370,88.16,6090600,765839,9437070,1063423
"	【売上金額／ベスト順】    25/02/01～26/01/31",134,"	0079201","	金武　株式会社","	","	B","	","	ﾎｰﾑｾﾝﾀｰ","	木村寿","	木村寿量販（東","	新潟","	0256351223","	新潟県　三条市興野３－１１－３","	","	",5368500,664960,417.72,1285200,105880,574000,50400
"	【売上金額／ベスト順】    25/02/01～26/01/31",135,"	0073064","	（株）サンフリード　佐世保支店","	","	A","	1","	卸","	堀川","	堀川　長崎","	長崎","	0956320301","	長崎県　佐世保市干尽町５－５","	","	",5299739,1565000,76.50,6927433,1635245,8370979,1907983
"	【売上金額／ベスト順】    25/02/01～26/01/31",136,"	0073074","	（株）ＪＡ　ＡＲＵｎｉＣｏ","	","	A","	1","	ＪＡ","	木村拓","	木村拓　宮崎","	宮崎","	0985721500","	宮崎県　宮崎市佐土原町下那珂字","	　　　　下ノ山２９４０－３２","	",5270480,481922,42.50,12402574,1672788,16631975,2020320
"	【売上金額／ベスト順】    25/02/01～26/01/31",137,"	0075216","	（株）ライテック　　　*  Ⅰ","	","	","	","	代理店","	斎藤ﾒﾃﾞｨｱ","	メディア埼玉","	埼玉","	0429712914","	埼玉県　飯能市永田台","	　　　　１－２０－６","	",5248026,1271477,94.66,5543881,1377409,5061482,1117541
"	【売上金額／ベスト順】    25/02/01～26/01/31",138,"	0090000","	お店売り","	","	","	","	小売店","	送り","	下田　店頭売","	大阪","	999","	-","	","	",5169179,1349172,87.50,5907416,1635820,4862162,1282969
"	【売上金額／ベスト順】    25/02/01～26/01/31",139,"	0078415","	栃木県中央食販（株）","	　おやま精米工場","	A","	1","	卸","	松本","	松本　関東・卸","	栃木","	0285380081","	栃木県　小山市下河原田９５４","	","	",5150540,568125,54.14,9513760,1455398,6980045,1023584
"	【売上金額／ベスト順】    25/02/01～26/01/31",140,"	0076165","	アスカフーズ（株）米穀事業部","	","	B","	1","	卸","	菅原","	菅原　東北Ｂ","	秋田","	0182242222","	秋田県　横手市平鹿町中吉田字","	　　　　上藤根１４３","	",5139000,1043950,79.16,6492090,1481007,7650101,1444414
"	【売上金額／ベスト順】    25/02/01～26/01/31",141,"	0043053","	（株）手束商店","	","	B","	","	卸","	見上","	見上　大阪Ｂ","	大阪","	0723330321","	大阪府　松原市西野々","	　　　　２－１－１７","	",5135483,1250626,78.87,6511196,1587340,6498792,1506206
"	【売上金額／ベスト順】    25/02/01～26/01/31",142,"	0028031","	（株）千亀利ライスセンター","	　　　　　　　　　　　　事務所","	B","	1","	卸","	見上","	見上　大阪Ａ","	大阪","	0724500338","	大阪府　泉佐野市日根野","	　　　　１８４９－４","	",5097754,1346638,93.01,5480649,1514932,4878169,1257084
